Country Name,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD in billions),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Honduras,Latin America & Caribbean,Lower middle income,2015,22.433,4.424,,20.8339,2286.2,27.1,16.7,74.495,81.4453,4.592
Honduras,Latin America & Caribbean,Lower middle income,2014,22.792,4.431,619.836,19.6186,2190.65,19.08,17.3,74.278,80.0392,5.488
Honduras,Latin America & Caribbean,Lower middle income,2013,23.223,4.446,643.176,18.3722,2088.1,17.8,17.9,74.051,78.6355,4.096
Honduras,Latin America & Caribbean,Lower middle income,2012,23.737,4.468,636.639,18.4005,2129.52,18.12,18.6,73.814,77.2249,3.754
Honduras,Latin America & Caribbean,Lower middle income,2011,24.336,4.497,663.98,17.5881,2073.9,15.9,19.3,73.569,75.7947,4.475
Honduras,Latin America & Caribbean,Lower middle income,2010,25.02,4.534,617.856,15.7296,1891.16,11.09,20.0,73.317,74.3361,4.119
Honduras,Latin America & Caribbean,Lower middle income,2009,25.777,4.578,624.358,14.4861,1777.27,9.8,20.8,73.061,72.8463,3.292
Honduras,Latin America & Caribbean,Lower middle income,2008,26.588,4.628,656.062,13.7897,1727.83,9.6,21.7,72.803,71.3286,3.156
Honduras,Latin America & Caribbean,Lower middle income,2007,27.432,4.682,634.948,12.2755,1572.06,9.4,22.6,72.544,69.7875,3.211
Honduras,Latin America & Caribbean,Lower middle income,2006,28.297,4.742,583.944,10.8417,1420.13,7.8,23.6,72.285,68.2304,3.575
Honduras,Latin America & Caribbean,Lower middle income,2005,29.181,4.808,573.402,9.67203,1296.69,6.5,24.6,72.026,66.6636,4.909
Honduras,Latin America & Caribbean,Lower middle income,2004,30.092,4.879,538.93,8.77217,1204.48,5.6,25.6,71.77,65.0903,5.99
Honduras,Latin America & Caribbean,Lower middle income,2003,31.029,4.957,540.223,8.14028,1145.5,4.8,26.8,71.511,63.5117,5.3
Honduras,Latin America & Caribbean,Lower middle income,2002,31.981,5.043,516.649,7.77508,1122.06,2.5974,27.9,71.249,61.9293,4.02
Honduras,Latin America & Caribbean,Lower middle income,2001,32.927,5.136,495.415,7.56588,1120.55,1.41528,29.1,70.976,60.3442,4.0
Honduras,Latin America & Caribbean,Lower middle income,2000,33.829,5.239,488.401,7.10351,1080.46,1.20386,30.3,70.689,58.7587,4.036
Honduras,Latin America & Caribbean,Lower middle income,1999,34.647,5.35,444.729,6.41452,1002.72,0.573575,31.6,70.378,57.1736,3.85
Honduras,Latin America & Caribbean,Lower middle income,1998,35.361,5.469,443.219,6.36634,1023.46,0.301247,36.5,70.041,55.5939,4.02
Honduras,Latin America & Caribbean,Lower middle income,1997,35.959,5.598,414.013,5.7371,948.956,0.170996,34.2,69.676,54.0325,3.32
Honduras,Latin America & Caribbean,Lower middle income,1996,36.445,5.735,401.375,5.21503,887.693,0.0437112,35.5,69.284,52.5052,4.37
Honduras,Latin America & Caribbean,Lower middle income,1995,36.835,5.879,353.826,5.34745,936.667,0.0367753,36.9,68.871,51.0235,3.24
Honduras,Latin America & Caribbean,Lower middle income,1994,37.156,6.026,304.562,4.64228,836.604,,38.3,68.45,49.593,2.999
Honduras,Latin America & Caribbean,Lower middle income,1993,37.45,6.176,341.835,4.92673,913.302,,39.9,68.028,48.2117,3.047
Honduras,Latin America & Caribbean,Lower middle income,1992,37.755,6.331,328.524,4.9437,942.613,,41.5,67.605,46.8735,3.06
Honduras,Latin America & Caribbean,Lower middle income,1991,38.094,6.498,351.666,4.64867,911.756,,43.2,67.175,45.5679,4.58
Honduras,Latin America & Caribbean,Lower middle income,1990,38.484,6.684,367.889,4.92301,993.483,0.0,45.0,66.723,44.2873,
Honduras,Latin America & Caribbean,Lower middle income,1989,38.934,6.898,331.485,5.43234,1128.28,,46.9,66.229,43.0307,
Honduras,Latin America & Caribbean,Lower middle income,1988,39.432,7.149,337.822,5.90272,1262.07,,49.0,65.679,41.8002,
Honduras,Latin America & Caribbean,Lower middle income,1987,39.966,7.438,326.273,6.19052,1362.89,,51.1,65.062,40.5954,
Honduras,Latin America & Caribbean,Lower middle income,1986,40.528,7.768,279.348,5.67783,1287.41,,53.2,64.382,39.4161,
Honduras,Latin America & Caribbean,Lower middle income,1985,41.114,8.136,282.634,5.27812,1232.87,,55.5,63.643,38.2622,
Honduras,Latin America & Caribbean,Lower middle income,1984,41.714,8.537,238.275,4.91531,1183.03,,58.0,62.859,37.1334,
Honduras,Latin America & Caribbean,Lower middle income,1983,42.316,8.961,231.438,4.4767,1110.48,,60.5,62.05,36.0294,
Honduras,Latin America & Caribbean,Lower middle income,1982,42.908,9.399,221.191,4.2665,1091.0,,63.1,61.236,34.9508,
Honduras,Latin America & Caribbean,Lower middle income,1981,43.478,9.847,224.365,4.04389,1066.17,,65.9,60.427,33.8986,
Honduras,Latin America & Caribbean,Lower middle income,1980,44.013,10.301,210.696,3.96816,1078.81,,68.7,59.632,32.8741,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2018,,,,363.0,48717.3,,,,7096.19,2.778
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2017,7.7,6.3,,342.0,46220.5,89.4159,,84.6805,7039.71,3.09
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2016,8.3,6.4,,321.0,43734.2,87.4794,,84.2268,6987.24,3.39
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2015,8.2,6.3,,309.0,42431.9,84.9484,,84.278,6944.1,3.32
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2014,8.6,6.2,6083.27,291.0,40315.3,79.8663,,83.9805,6885.24,3.3
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2013,8.0,6.0,5941.16,276.0,38403.8,74.2,,83.8317,6837.05,3.4
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2012,12.8,6.1,6031.24,263.0,36730.9,72.9,,83.4805,6809.62,3.29
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2011,13.5,6.0,5959.9,249.0,35142.5,72.2,,83.422,6734.86,3.42
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2010,12.6,6.0,5973.35,229.0,32550.0,72.0,,82.978,6689.71,4.31
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2009,11.8,5.9,5950.84,214.0,30697.3,69.4,,82.7756,6640.76,5.26
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2008,11.3,6.0,5883.04,219.0,31515.7,66.7,,82.3756,6626.48,3.56
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2007,10.2,5.7,5907.35,212.0,30594.0,64.8,,82.3268,6586.95,4.01
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2006,9.6,5.5,5882.81,194.0,28224.2,60.8,,82.3756,6530.57,4.77
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2005,8.4,5.7,5878.44,182.0,26649.8,56.9,,81.6293,6488.76,5.58
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2004,7.2,5.4,5782.56,169.0,24928.1,56.3999,,81.8293,6460.48,6.74
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2003,6.9,5.5,5713.88,161.0,23977.0,52.2,,81.378,6410.29,7.86
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2002,7.1,5.1,5647.9,166.0,24665.9,43.0824,,81.4268,6422.95,7.28
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2001,7.2,5.0,5549.95,169.0,25230.2,38.6714,,81.4244,6394.57,5.09
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,2000,8.1,5.1,5446.66,172.0,25756.7,27.8278,,80.878,6347.62,4.92
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1999,7.8,5.0,5268.15,166.0,25091.7,21.2307,,80.3829,6291.9,6.25
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1998,8.1,5.0,5325.73,169.0,25809.0,14.546,,80.1317,6232.1,4.58
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1997,9.1,4.9,4968.49,177.0,27330.0,10.5188,,80.1268,6180.29,2.22
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1996,9.9,5.0,4915.7,160.0,24818.2,4.74884,,79.6268,6129.05,2.83
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1995,11.2,5.1,4849.82,145.0,23497.5,3.21864,,78.6829,5862.95,3.22
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1994,11.9,5.0,4835.47,136.0,22502.6,2.7842,,78.5293,6096.36,1.9
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1993,12.0,5.2,4698.7,120.0,20395.5,1.33457,,78.0317,5960.61,1.96
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1992,12.3,5.3,4507.89,104.0,17976.4,0.849528,,77.678,5859.09,1.96
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1991,12.0,5.0,4401.25,88.9596,15465.9,0.120955,,77.8829,5810.1,1.8
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1990,12.0,5.2,4177.93,76.9283,13485.5,0.0,,77.3805,5762.12,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1989,12.3,5.1,3936.72,68.7904,12097.8,,,77.0293,5743.64,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1988,13.4,4.9,4072.07,59.7074,10609.7,,,77.0829,5684.44,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1987,12.6,4.8,3845.35,50.6226,9071.33,,,76.8829,5636.87,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1986,13.0,4.7,3196.79,41.0756,7435.03,,,76.6854,5580.4,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1985,14.0,4.6,2918.33,35.6995,6542.93,,,76.4341,5511.31,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1984,14.4,4.7,2786.45,33.5114,6208.23,,,76.0293,5452.42,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1983,15.6,5.0,2624.83,29.9071,5595.24,,,75.2756,5399.09,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1982,16.4,4.8,2361.48,32.2913,6133.78,,,75.4293,5317.68,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1981,16.8,4.8,2229.62,31.0554,5991.32,,,75.3244,5183.4,
"Hong Kong SAR, China",East Asia & Pacific,High income: nonOECD,1980,17.0,5.0,2156.58,28.8618,5700.41,,,74.6732,5063.1,
Hungary,Europe & Central Asia,High income: OECD,2018,,,,156.0,15938.8,76.0744,3.6,,107.907,3.663
Hungary,Europe & Central Asia,High income: OECD,2017,9.7,13.5,,140.0,14278.9,76.7505,3.8,76.0634,108.118,4.156
Hungary,Europe & Central Asia,High income: OECD,2016,9.7,13.0,,126.0,12839.6,79.2594,4.1,76.0634,108.406,5.115
Hungary,Europe & Central Asia,High income: OECD,2015,9.4,13.4,,123.0,12503.7,72.8347,4.3,75.5683,108.727,6.813
Hungary,Europe & Central Asia,High income: OECD,2014,9.5,12.8,3965.96,140.0,14197.8,75.6532,4.5,75.7634,108.986,7.725
Hungary,Europe & Central Asia,High income: OECD,2013,9.0,12.8,3892.11,135.0,13668.2,72.6439,4.7,75.5659,109.28,10.176
Hungary,Europe & Central Asia,High income: OECD,2012,9.1,13.0,3923.04,128.0,12888.3,70.58,4.8,75.0634,109.581,11.003
Hungary,Europe & Central Asia,High income: OECD,2011,8.8,12.9,3898.82,141.0,14118.1,68.02,4.9,74.8585,110.148,11.029
Hungary,Europe & Central Asia,High income: OECD,2010,9.0,13.0,3876.49,131.0,13092.2,65.0,5.1,74.2073,110.461,11.172
Hungary,Europe & Central Asia,High income: OECD,2009,9.6,13.0,3773.15,131.0,13029.9,62.0,5.3,73.9049,110.711,10.03
Hungary,Europe & Central Asia,High income: OECD,2008,9.9,13.0,3988.77,158.0,15739.7,61.0,5.5,73.7024,112.021,7.817
Hungary,Europe & Central Asia,High income: OECD,2007,9.7,13.2,3976.52,140.0,13907.5,53.3,5.8,73.1512,112.217,7.406
Hungary,Europe & Central Asia,High income: OECD,2006,9.9,13.1,3882.49,115.0,11447.8,47.06,6.1,73.0976,112.391,7.494
Hungary,Europe & Central Asia,High income: OECD,2005,9.7,13.5,3771.36,113.0,11206.0,38.97,6.4,72.6488,112.566,7.188
Hungary,Europe & Central Asia,High income: OECD,2004,9.4,13.1,3680.17,104.0,10296.3,27.74,6.8,72.6488,112.778,5.832
Hungary,Europe & Central Asia,High income: OECD,2003,9.3,13.4,3637.28,85.3248,8423.35,21.63,7.1,72.3,113.028,5.79
Hungary,Europe & Central Asia,High income: OECD,2002,9.5,13.1,3545.17,67.7169,6665.96,16.67,7.6,72.3488,113.352,5.608
Hungary,Europe & Central Asia,High income: OECD,2001,9.5,13.0,3426.72,53.8213,5283.03,14.5286,8.1,72.2488,113.675,5.671
Hungary,Europe & Central Asia,High income: OECD,2000,9.6,13.3,3309.28,47.3106,4633.31,6.99968,8.7,71.2463,113.936,6.563
Hungary,Europe & Central Asia,High income: OECD,1999,9.2,14.0,3321.41,49.1704,4802.96,5.85784,9.2,70.6771,114.004,6.929
Hungary,Europe & Central Asia,High income: OECD,1998,9.5,13.7,3215.68,48.7705,4750.41,3.89464,9.6,70.5578,114.327,8.925
Hungary,Europe & Central Asia,High income: OECD,1997,9.8,13.5,3188.38,47.2902,4595.52,1.94245,9.9,70.7024,114.593,8.99
Hungary,Europe & Central Asia,High income: OECD,1996,10.2,13.9,3162.37,46.6598,4525.14,0.96924,10.3,70.3288,114.748,10.022
Hungary,Europe & Central Asia,High income: OECD,1995,10.8,14.1,3066.52,46.4189,4494.05,0.677486,10.8,69.7917,114.945,10.168
Hungary,Europe & Central Asia,High income: OECD,1994,11.2,14.2,3025.71,43.1604,4172.77,0.483581,11.6,69.4698,115.105,10.847
Hungary,Europe & Central Asia,High income: OECD,1993,11.3,14.5,2995.99,40.1191,3873.42,0.193414,12.7,69.1012,115.263,12.098
Hungary,Europe & Central Asia,High income: OECD,1992,11.7,14.3,3116.01,38.7249,3734.56,0.0483534,13.7,69.1171,115.382,9.942
Hungary,Europe & Central Asia,High income: OECD,1991,12.3,14.0,3223.92,34.7485,3349.77,0.00338263,14.6,69.3771,115.427,9.705
Hungary,Europe & Central Asia,High income: OECD,1990,12.1,14.0,3426.55,,,0.0,15.2,69.3156,115.433,
Hungary,Europe & Central Asia,High income: OECD,1989,11.8,13.8,3484.35,,,,15.8,69.4617,116.632,
Hungary,Europe & Central Asia,High income: OECD,1988,11.7,13.2,3426.23,,,,16.4,70.0234,117.909,
Hungary,Europe & Central Asia,High income: OECD,1987,11.9,13.4,3424.66,,,,17.4,69.6512,118.077,
Hungary,Europe & Central Asia,High income: OECD,1986,12.1,13.8,3268.31,,,,18.6,69.1734,118.275,
Hungary,Europe & Central Asia,High income: OECD,1985,12.2,13.9,3194.09,,,,19.6,68.9722,118.477,
Hungary,Europe & Central Asia,High income: OECD,1984,11.8,13.8,3103.83,,,,19.8,69.0259,118.693,
Hungary,Europe & Central Asia,High income: OECD,1983,11.9,13.9,2950.66,,,,19.6,68.9737,118.93,
Hungary,Europe & Central Asia,High income: OECD,1982,12.5,13.5,2833.49,,,,19.7,69.3578,119.096,
Hungary,Europe & Central Asia,High income: OECD,1981,13.3,13.5,2738.56,,,,20.4,69.1393,119.153,
Hungary,Europe & Central Asia,High income: OECD,1980,13.9,13.6,2697.76,,,,21.6,69.0617,119.132,
Iceland,Europe & Central Asia,High income: OECD,2018,,,,25.8822,73201.7,99.011,1.5,,3.52692,2.918
Iceland,Europe & Central Asia,High income: OECD,2017,11.9,6.5,,24.4895,71314.8,98.26,1.6,82.2049,3.42544,2.742
Iceland,Europe & Central Asia,High income: OECD,2016,12.0,6.9,,20.716,61757.9,98.24,1.6,82.2049,3.34602,2.978
Iceland,Europe & Central Asia,High income: OECD,2015,12.5,6.6,,17.3442,52428.6,98.2,1.7,82.4683,3.2999,3.979
Iceland,Europe & Central Asia,High income: OECD,2014,13.4,6.3,53832.5,17.7581,54242.1,98.16,1.8,82.861,3.2657,4.897
Iceland,Europe & Central Asia,High income: OECD,2013,13.4,6.7,54799.2,16.0335,49522.2,96.5468,1.8,82.061,3.22957,5.376
Iceland,Europe & Central Asia,High income: OECD,2012,14.1,6.1,53202.8,14.7241,45910.0,96.2098,1.9,82.9171,3.19916,6.0
Iceland,Europe & Central Asia,High income: OECD,2011,14.1,6.2,52373.9,15.1585,47516.9,94.8197,2.0,82.3585,3.18218,7.028
Iceland,Europe & Central Asia,High income: OECD,2010,15.4,6.4,51439.9,13.6837,43024.9,93.39,2.0,81.8976,3.17248,7.564
Iceland,Europe & Central Asia,High income: OECD,2009,15.8,6.3,51259.2,13.1647,41333.4,93.0,2.1,81.7512,3.17705,7.22
Iceland,Europe & Central Asia,High income: OECD,2008,15.2,6.3,50064.0,17.9053,56409.8,91.0,2.2,81.6098,3.16622,2.946
Iceland,Europe & Central Asia,High income: OECD,2007,14.6,6.2,36852.5,21.515,69054.3,90.6,2.3,81.4537,3.10789,2.251
Iceland,Europe & Central Asia,High income: OECD,2006,14.5,6.3,31328.4,17.2164,56673.6,89.51,2.4,81.1585,3.03024,2.83
Iceland,Europe & Central Asia,High income: OECD,2005,14.4,6.2,27988.0,16.8125,56658.6,87.0,2.5,81.5024,2.95994,2.547
Iceland,Europe & Central Asia,High income: OECD,2004,14.5,6.2,28215.5,13.8348,47367.3,83.88,2.6,80.9976,2.91346,4.031
Iceland,Europe & Central Asia,High income: OECD,2003,14.3,6.3,27666.4,11.4141,39423.9,83.14,2.8,80.9634,2.88799,3.997
Iceland,Europe & Central Asia,High income: OECD,2002,14.1,6.3,27896.9,9.29465,32326.6,79.12,2.9,80.5024,2.86806,2.988
Iceland,Europe & Central Asia,High income: OECD,2001,14.4,6.1,26950.4,8.20536,28794.0,49.393,3.0,80.6902,2.84257,1.874
Iceland,Europe & Central Asia,High income: OECD,2000,15.3,6.5,26201.5,9.00364,32018.1,44.4705,3.2,79.6537,2.80504,1.936
Iceland,Europe & Central Asia,High income: OECD,1999,14.8,6.9,24522.2,8.97161,32344.0,41.2946,3.4,79.3512,2.76689,2.178
Iceland,Europe & Central Asia,High income: OECD,1998,15.2,6.6,21321.2,8.49409,30995.0,36.2642,3.5,79.6024,2.73364,3.069
Iceland,Europe & Central Asia,High income: OECD,1997,15.3,6.8,18957.8,7.58099,27960.9,27.4789,3.7,78.8854,2.70452,3.72
Iceland,Europe & Central Asia,High income: OECD,1996,16.1,7.0,17358.6,7.43818,27659.9,14.8065,3.9,78.7778,2.68245,3.6
Iceland,Europe & Central Asia,High income: OECD,1995,16.0,7.2,17396.5,7.13434,26673.6,11.2159,4.1,77.9844,2.66801,5.196
Iceland,Europe & Central Asia,High income: OECD,1994,16.7,6.5,17066.3,6.39906,24054.7,6.79481,4.3,79.2471,2.65358,5.326
Iceland,Europe & Central Asia,High income: OECD,1993,17.5,6.6,16737.1,6.22793,23615.2,2.66783,4.5,78.9346,2.63067,5.257
Iceland,Europe & Central Asia,High income: OECD,1992,17.7,6.6,16099.9,7.09163,27165.0,1.53916,4.7,78.7602,2.60406,4.305
Iceland,Europe & Central Asia,High income: OECD,1991,17.6,7.0,15931.1,6.92012,26843.3,0.505129,4.9,77.992,2.57154,2.548
Iceland,Europe & Central Asia,High income: OECD,1990,18.7,6.7,16148.3,6.47846,25423.1,0.0,5.1,78.0363,2.54191,
Iceland,Europe & Central Asia,High income: OECD,1989,18.0,6.8,16424.6,5.6811,22468.1,,5.3,78.141,2.52221,
Iceland,Europe & Central Asia,High income: OECD,1988,18.7,7.3,16353.0,6.11581,24488.7,,5.5,77.0829,2.49117,
Iceland,Europe & Central Asia,High income: OECD,1987,16.6,7.0,15268.9,5.52862,22486.9,,5.7,77.339,2.45246,
Iceland,Europe & Central Asia,High income: OECD,1986,16.4,6.6,15350.8,3.99562,16430.7,,5.9,77.9907,2.42574,
Iceland,Europe & Central Asia,High income: OECD,1985,16.0,6.8,14771.9,2.98854,12379.8,,6.1,77.6024,2.40803,
Iceland,Europe & Central Asia,High income: OECD,1984,17.2,6.6,15239.4,2.86875,11977.5,,6.3,77.5766,2.38914,
Iceland,Europe & Central Asia,High income: OECD,1983,18.4,7.0,14642.8,2.77011,11689.4,,6.6,76.8456,2.36386,
Iceland,Europe & Central Asia,High income: OECD,1982,18.5,6.8,14038.3,3.21145,13732.3,,7.0,77.0378,2.33277,
Iceland,Europe & Central Asia,High income: OECD,1981,18.8,7.2,12918.5,3.49825,15160.0,,7.3,76.5215,2.3018,
Iceland,Europe & Central Asia,High income: OECD,1980,19.8,6.8,12680.9,3.3865,14844.1,,7.8,76.8466,2.27569,
India,South Asia,Lower middle income,2018,,,,2730.0,2015.59,,29.9,,454.938,2.551
India,South Asia,Lower middle income,2017,18.083,7.21,,2650.0,1981.5,34.45,31.5,69.165,450.243,2.557
India,South Asia,Lower middle income,2016,18.332,7.195,,2290.0,1729.27,22.0,33.2,68.897,445.484,2.73
India,South Asia,Lower middle income,2015,18.625,7.194,,2100.0,1605.61,17.0,35.0,68.607,440.655,2.782
India,South Asia,Lower middle income,2014,18.984,7.212,804.514,2040.0,1573.88,21.0,36.9,68.286,435.762,2.765
India,South Asia,Lower middle income,2013,19.416,7.251,764.199,1860.0,1449.61,15.1,38.9,67.931,430.799,2.823
India,South Asia,Lower middle income,2012,19.923,7.312,723.235,1830.0,1443.88,12.5801,40.9,67.545,425.732,2.69
India,South Asia,Lower middle income,2011,20.495,7.393,696.842,1820.0,1458.1,10.07,43.0,67.13,420.521,2.519
India,South Asia,Lower middle income,2010,21.114,7.492,640.395,1680.0,1357.56,7.5,45.1,66.693,415.137,2.444
India,South Asia,Lower middle income,2009,21.755,7.602,598.498,1340.0,1101.96,5.12,47.3,66.244,409.569,2.475
India,South Asia,Lower middle income,2008,22.39,7.72,561.248,1200.0,998.522,4.38,49.4,65.794,403.832,2.268
India,South Asia,Lower middle income,2007,22.996,7.839,541.738,1220.0,1028.33,3.95,51.5,65.35,397.96,2.399
India,South Asia,Lower middle income,2006,23.564,7.958,509.214,940.0,806.753,2.8055,53.6,64.918,391.999,2.737
India,South Asia,Lower middle income,2005,24.087,8.074,468.026,820.0,714.861,2.38808,55.7,64.5,385.986,3.102
India,South Asia,Lower middle income,2004,24.571,8.189,451.612,709.0,627.774,1.97614,57.8,64.095,379.937,3.098
India,South Asia,Lower middle income,2003,25.034,8.306,430.483,608.0,546.727,1.68649,59.9,63.699,373.849,3.182
India,South Asia,Lower middle income,2002,25.489,8.427,410.645,515.0,470.987,1.53788,62.1,63.304,367.725,3.052
India,South Asia,Lower middle income,2001,25.944,8.555,393.81,485.0,451.573,0.660146,64.3,62.907,361.565,2.868
India,South Asia,Lower middle income,2000,26.401,8.692,393.646,468.0,443.314,0.527532,66.6,62.505,355.368,2.731
India,South Asia,Lower middle income,1999,26.861,8.841,392.04,459.0,441.999,0.273224,68.9,62.093,349.14,2.744
India,South Asia,Lower middle income,1998,27.324,9.003,385.864,421.0,413.299,0.139027,71.2,61.669,342.892,2.671
India,South Asia,Lower middle income,1997,27.789,9.179,375.485,416.0,415.494,0.0707678,73.5,61.233,336.642,2.63
India,South Asia,Lower middle income,1996,28.262,9.37,359.816,393.0,399.95,0.046334,75.8,60.783,330.408,2.665
India,South Asia,Lower middle income,1995,28.749,9.579,358.762,360.0,373.766,0.0262289,78.0,60.32,324.205,2.611
India,South Asia,Lower middle income,1994,29.258,9.808,341.231,327.0,346.103,0.00106956,80.1,59.84,318.043,2.591
India,South Asia,Lower middle income,1993,29.792,10.055,320.551,279.0,301.159,0.000218176,82.1,59.349,311.922,2.573
India,South Asia,Lower middle income,1992,30.348,10.316,304.432,288.0,316.954,0.000111308,84.2,58.851,305.835,2.408
India,South Asia,Lower middle income,1991,30.924,10.588,290.9,270.0,303.056,,86.3,58.353,299.77,2.361
India,South Asia,Lower middle income,1990,31.517,10.864,272.063,321.0,367.557,0.0,88.6,57.865,293.717,
India,South Asia,Lower middle income,1989,32.121,11.135,257.04,296.0,346.113,,90.9,57.4,287.682,
India,South Asia,Lower middle income,1988,32.726,11.398,240.026,297.0,354.149,,93.4,56.963,281.674,
India,South Asia,Lower middle income,1987,33.32,11.649,220.221,279.0,340.417,,95.9,56.553,275.691,
India,South Asia,Lower middle income,1986,33.89,11.888,207.976,249.0,310.466,,98.4,56.169,269.736,
India,South Asia,Lower middle income,1985,34.418,12.117,193.535,233.0,296.435,,100.9,55.801,263.811,
India,South Asia,Lower middle income,1984,34.886,12.337,183.302,212.0,276.668,,103.4,55.441,257.916,
India,South Asia,Lower middle income,1983,35.289,12.558,165.687,218.0,291.238,,105.9,55.074,252.062,
India,South Asia,Lower middle income,1982,35.631,12.786,158.1,201.0,274.111,,108.7,54.686,246.281,
India,South Asia,Lower middle income,1981,35.918,13.027,151.879,193.0,270.471,,111.6,54.268,240.612,
India,South Asia,Lower middle income,1980,36.167,13.29,141.708,186.0,266.578,,114.7,53.814,235.085,
Indonesia,East Asia & Pacific,Lower middle income,2018,,,,1040.0,3893.6,39.7875,21.1,,147.752,4.3
Indonesia,East Asia & Pacific,Lower middle income,2017,18.422,6.433,,1020.0,3836.91,32.2924,21.9,71.282,146.086,4.185
Indonesia,East Asia & Pacific,Lower middle income,2016,18.79,6.418,,932.0,3562.85,25.4474,22.6,71.035,144.38,4.301
Indonesia,East Asia & Pacific,Lower middle income,2015,19.165,6.419,,861.0,3331.7,21.9761,23.5,70.768,142.629,4.514
Indonesia,East Asia & Pacific,Lower middle income,2014,19.537,6.437,811.907,891.0,3491.62,17.14,24.3,70.481,140.833,4.049
Indonesia,East Asia & Pacific,Lower middle income,2013,19.893,6.471,773.987,913.0,3623.91,14.94,25.3,70.179,138.999,4.336
Indonesia,East Asia & Pacific,Lower middle income,2012,20.225,6.518,733.372,918.0,3694.35,14.52,26.2,69.866,137.148,4.468
Indonesia,East Asia & Pacific,Lower middle income,2011,20.526,6.579,680.281,893.0,3643.04,12.28,27.1,69.542,135.306,5.153
Indonesia,East Asia & Pacific,Lower middle income,2010,20.795,6.653,635.985,755.0,3122.36,10.92,28.1,69.205,133.494,5.614
Indonesia,East Asia & Pacific,Lower middle income,2009,21.034,6.744,593.943,540.0,2261.25,6.92,29.2,68.853,131.72,6.106
Indonesia,East Asia & Pacific,Lower middle income,2008,21.251,6.849,570.06,510.0,2166.85,7.91748,30.2,68.485,129.981,7.209
Indonesia,East Asia & Pacific,Lower middle income,2007,21.448,6.965,546.153,432.0,1860.0,5.78627,31.3,68.105,128.272,8.06
Indonesia,East Asia & Pacific,Lower middle income,2006,21.624,7.087,516.034,365.0,1589.8,4.76481,32.5,67.717,126.585,7.551
Indonesia,East Asia & Pacific,Lower middle income,2005,21.765,7.203,500.651,286.0,1263.29,3.60202,33.8,67.334,124.913,7.945
Indonesia,East Asia & Pacific,Lower middle income,2004,21.852,7.303,474.374,257.0,1150.26,2.60029,36.3,66.969,123.255,7.303
Indonesia,East Asia & Pacific,Lower middle income,2003,21.88,7.38,428.856,235.0,1065.65,2.38702,36.5,66.631,121.612,6.657
Indonesia,East Asia & Pacific,Lower middle income,2002,21.86,7.432,417.496,196.0,900.178,2.13414,38.0,66.321,119.983,6.604
